cluster	rep_chain	chain
3810	4gji:C	4gji:C
3810	4gji:C	4gji:D
3811	4gjp:A	4gjp:A
3811	4gjp:A	4gjp:B
3811	4gjp:A	4osq:A
3812	4gkv:P	4gkv:P
3813	4gkx:E	2duq:A
3813	4gkx:E	3a4u:A
3813	4gkx:E	3wht:A
3813	4gkx:E	4gkx:E
3814	4gnc:B	3g4e:A
3814	4gnc:B	3g4e:B
3814	4gnc:B	4gn8:B
3814	4gnc:B	4gnc:B
3814	4gnc:B	5xfe:A
3815	4gne:B	2f6j:P
3815	4gne:B	2ri7:P
3815	4gne:B	2yyr:P
3815	4gne:B	3kqi:B
3815	4gne:B	3n9q:B
3815	4gne:B	3o7a:B
3815	4gne:B	3sow:C
3815	4gne:B	3sow:D
3815	4gne:B	4gne:B
3815	4gne:B	4o62:D
3815	4gne:B	4up0:F
3815	4gne:B	6j2p:F
3815	4gne:B	6lqf:P
3815	4gne:B	8i3f:C
3816	4gnr:A	4gnr:A
3817	4gnx:A	4gnx:A
3818	4gnx:B	1l1o:B
3818	4gnx:B	1l1o:E
3818	4gnx:B	4gnx:B
3819	4gnx:C	4gnx:C
3820	4gp2:B	4gp2:A
3820	4gp2:B	4gp2:B
3821	4gpu:A	4gpu:A
3822	4grh:A	4grh:A
3823	4gri:B	4gri:B
3824	4grk:B	4grk:B
3825	4gsk:A	3vh1:A
3825	4gsk:A	4gsk:A
3825	4gsk:A	4gsk:B
3825	4gsk:A	4gsl:A
3825	4gsk:A	4gsl:B
3826	4gsk:Z	4gsk:Y
3826	4gsk:Z	4gsk:Z
3827	4gsl:D	4gsl:C
3827	4gsl:D	4gsl:D
3828	4gsz:B	4gsz:B
3829	4gt8:A	4gt8:A
3830	4gu0:B	4gu0:B
3830	4gu0:B	4gu0:D
3830	4gu0:B	6r25:K
3830	4gu0:B	7xe2:A
3831	4gu0:F	4gu0:F
3831	4gu0:F	6r25:M
3832	4gu5:B	4gu5:B
3832	4gu5:B	6ptz:A
3832	4gu5:B	8p4x:A
3832	4gu5:B	8p4x:B
3833	4gua:C	4gua:C
3834	4guj:B	4guj:A
3834	4guj:B	4guj:B
3835	4gve:A	4gv9:A
3835	4gve:A	4gve:A
3835	4gve:A	4o6i:A
3835	4gve:A	4o6i:B
3835	4gve:A	6t2a:B
3836	4gvl:A	4gvl:A
3836	4gvl:A	4gvl:B
3836	4gvl:A	4gvl:C
3836	4gvl:A	4gvl:D
3836	4gvl:A	4gx1:C
3837	4gwb:A	4gwb:A
3838	4gx1:D	4gx1:D
3839	4gxn:A	1cvl:A
3839	4gxn:A	1ex9:A
3839	4gxn:A	2es4:A
3839	4gxn:A	2es4:B
3839	4gxn:A	4gxn:A
3839	4gxn:A	4lip:E
3840	4gy5:B	4gy5:B
3840	4gy5:B	4tvr:A
3841	4gy5:C	4gy5:C
3842	4gy5:E	4gy5:E
3843	4gy5:F	2v83:D
3843	4gy5:F	2v83:E
3843	4gy5:F	4gnf:C
3843	4gy5:F	4gy5:F
3843	4gy5:F	5hh7:P
3843	4gy5:F	5yc4:P
3843	4gy5:F	7d87:E
3844	4gyi:A	4gyi:A
3845	4gz8:A	4gz8:A
3845	4gz8:A	4gz8:B
3845	4gz8:A	7m0r:C
3845	4gz8:A	7m0r:D
3846	4gzk:A	4gzk:A
3847	4h0n:A	4h0n:A
3848	4h2k:A	4h2k:A
3848	4h2k:A	4op4:B
3849	4h2u:B	3mey:A
3849	4h2u:B	3mey:B
3849	4h2u:B	4h2u:A
3849	4h2u:B	4h2u:B
3849	4h2u:B	4h2v:A
3849	4h2u:B	4h2v:B
3850	4h2u:C	4h2u:C
3851	4h2v:C	4h2v:C
3852	4h2v:D	4h2u:D
3852	4h2v:D	4h2v:D
3853	4h54:B	4h54:A
3853	4h54:B	4h54:B
3854	4h5j:A	4h5j:A
3854	4h5j:A	6x90:B
3855	4h5j:B	1jod:A
3855	4h5j:B	1nkq:C
3855	4h5j:B	1nkq:D
3855	4h5j:B	1txo:A
3855	4h5j:B	1vrb:A
3855	4h5j:B	1vrb:B
3855	4h5j:B	1xv2:C
3855	4h5j:B	1xv2:D
3855	4h5j:B	1zkp:B
3855	4h5j:B	1zkp:D
3855	4h5j:B	2bu3:B
3855	4h5j:B	2gj8:A
3855	4h5j:B	2gj8:B
3855	4h5j:B	2ho4:B
3855	4h5j:B	2pc6:B
3855	4h5j:B	2pc6:D
3855	4h5j:B	2q02:B
3855	4h5j:B	2q02:C
3855	4h5j:B	2zet:B
3855	4h5j:B	3ehf:D
3855	4h5j:B	3f79:C
3855	4h5j:B	3fz5:C
3855	4h5j:B	3fz5:D
3855	4h5j:B	3ihk:A
3855	4h5j:B	3k1s:H
3855	4h5j:B	3l8h:A
3855	4h5j:B	3l8h:B
3855	4h5j:B	3nz2:J
3855	4h5j:B	3o14:B
3855	4h5j:B	3q1k:C
3855	4h5j:B	3rv5:D
3855	4h5j:B	3s6j:E
3855	4h5j:B	3s6j:F
3855	4h5j:B	3udz:A
3855	4h5j:B	3wxx:A
3855	4h5j:B	3wxx:C
3855	4h5j:B	3wxx:E
3855	4h5j:B	4cz2:C
3855	4h5j:B	4df9:A
3855	4h5j:B	4df9:B
3855	4h5j:B	4df9:E
3855	4h5j:B	4df9:F
3855	4h5j:B	4fk1:A
3855	4h5j:B	4fk1:B
3855	4h5j:B	4h5j:B
3855	4h5j:B	4rmo:A
3855	4h5j:B	4rmo:C
3855	4h5j:B	4rmo:E
3855	4h5j:B	4rmo:G
3855	4h5j:B	4rmo:I
3855	4h5j:B	4rmo:K
3855	4h5j:B	4u10:A
3855	4h5j:B	4w86:B
3855	4h5j:B	4xvz:A
3855	4h5j:B	4xvz:B
3855	4h5j:B	5bqk:B
3855	4h5j:B	5bqk:C
3855	4h5j:B	5irr:A
3855	4h5j:B	5th3:A
3855	4h5j:B	5th3:B
3855	4h5j:B	5vf4:A
3855	4h5j:B	5vf4:B
3855	4h5j:B	6unc:B
3855	4h5j:B	6unc:D
3855	4h5j:B	6wis:A
3855	4h5j:B	7thw:B
3855	4h5j:B	7twa:A
3855	4h5j:B	7twa:C
3855	4h5j:B	7twa:D
3855	4h5j:B	7xrx:A
3855	4h5j:B	7xrx:B
3855	4h5j:B	8avq:A
3855	4h5j:B	8avq:C
3855	4h5j:B	8avq:D
3856	4h7l:A	4h7l:A
3856	4h7l:A	4h7l:B
3857	4h9d:C	4h9d:A
3857	4h9d:C	4h9d:B
3857	4h9d:C	4h9d:C
3858	4h9k:A	4h9k:A
3859	4hcf:A	4hcf:A
3860	4hcf:B	4hcf:B
3860	4hcf:B	4hcg:A
3860	4hcf:B	4hcg:B
3861	4hcj:A	4hcj:A
3862	4hd5:A	4hd5:A
3862	4hd5:A	6go1:A
3863	4hdt:A	4hdt:A
3864	4heo:B	4heo:B
3865	4hht:A	4hht:A
3866	4hin:C	2i89:B
3866	4hin:C	3x32:A
3866	4hin:C	4hin:C
3867	4hiz:A	4hiz:A
3867	4hiz:A	4hiz:B
3867	4hiz:A	4hiz:C
3868	4hjh:A	4hjh:A
3869	4hjh:B	4hjh:B
3870	4hk7:A	4hjw:A
3870	4hk7:A	4hjw:B
3870	4hk7:A	4hk7:A
3870	4hk7:A	4hk7:C
3871	4hkr:B	4hkr:A
3871	4hkr:B	4hkr:B
3872	4hlq:G	4hlq:G
3873	4hmy:M	4hmy:M
3873	4hmy:M	6cm9:M
3873	4hmy:M	6dff:M
3874	4hoj:A	4hoj:A
3875	4hon:F	4hon:F
3876	4hon:G	4hon:G
3877	4hpp:A	4hpp:A
3878	4hqo:A	4hqo:A
3879	4hqs:A	4hqs:A
3879	4hqs:A	4nmu:D
3880	4hro:A	4hro:A
3881	4hss:A	3uxf:A
3881	4hss:A	4hss:A
3882	4ht4:A	4ht4:A
3883	4hte:A	4hte:A
3884	4hut:B	4hut:A
3884	4hut:B	4hut:B
3885	4hvl:A	4hvl:A
3886	4hvy:A	4hvy:A
3887	4hx3:I	1c7k:A
3887	4hx3:I	4hx3:I
3887	4hx3:I	4hx3:K
3888	4hxf:B	4hxf:B
3889	4hxv:A	1k9z:A
3889	4hxv:A	4hxv:A
3889	4hxv:A	8f9y:A
3890	4hyf:C	3uh2:A
3890	4hyf:C	4hyf:C
3890	4hyf:C	4tki:A
3890	4hyf:C	5ebt:C
3890	4hyf:C	5ows:A
3890	4hyf:C	5ows:B
3891	4hyt:G	3kdp:H
3891	4hyt:G	4hyt:G
3891	4hyt:G	7qtv:E
3891	4hyt:G	7qtv:G
3892	4i0j:A	4i0j:A
3892	4i0j:A	4i0z:A
3893	4i0n:A	2ygt:A
3893	4i0n:A	4i0n:A
3894	4i0u:F	4eed:A
3894	4i0u:F	4eed:B
3894	4i0u:F	4eed:C
3894	4i0u:F	4eed:D
3894	4i0u:F	4eed:E
3894	4i0u:F	4i0u:F
3894	4i0u:F	4i0u:G
3894	4i0u:F	4i0u:H
3894	4i0u:F	4i0u:I
3894	4i0u:F	4i0u:J
3895	4i14:B	4i14:A
3895	4i14:B	4i14:B
3896	4i1s:A	4i1s:A
3897	4i1s:B	4i1s:B
3898	4i2x:E	4i2x:E
3899	4i3h:B	4i3h:A
3899	4i3h:B	4i3h:B
3899	4i3h:B	6gau:A
3899	4i3h:B	6gau:B
3900	4i3m:A	4i3m:A
3901	4i3s:G	4i3s:G
3902	4i45:A	4i45:A
3903	4i5k:B	4i5k:B
3904	4i5n:H	4i5n:G
3904	4i5n:H	4i5n:H
3905	4i5q:B	4i5q:A
3905	4i5q:B	4i5q:B
3906	4i68:A	4i68:A
3907	4i6v:C	4i6v:A
3907	4i6v:C	4i6v:B
3907	4i6v:C	4i6v:C
3908	4i7b:B	4i7b:B
3909	4i7b:D	4i7b:D
3910	4i94:B	4i94:B
3911	4i9f:A	4i9f:A
3911	4i9f:A	4i9f:B
3912	4i9q:A	2atq:A
3912	4i9q:A	4i9q:A
3912	4i9q:A	4j2d:A
3912	4i9q:A	4khn:B
3912	4i9q:A	7f4y:A
3912	4i9q:A	7f4y:B
3913	4i9x:A	4i9x:A
3913	4i9x:A	4i9x:B
3914	4iaj:A	4iaj:A
3914	4iaj:A	4iaj:B
3914	4iaj:A	4iaj:C
3914	4iaj:A	4iaj:D
3914	4iaj:A	4iaj:E
3914	4iaj:A	4iaj:F
3914	4iaj:A	4iaj:G
3914	4iaj:A	4iaj:H
3915	4iao:A	4iao:A
3916	4iao:C	4iao:C
3917	4iau:A	4iau:A
3918	4ibl:L	4ibl:L
3919	4ic1:D	4ic1:A
3919	4ic1:D	4ic1:B
3919	4ic1:D	4ic1:C
3919	4ic1:D	4ic1:D
3919	4ic1:D	4ic1:F
3919	4ic1:D	4ic1:G
3919	4ic1:D	4ic1:H
3919	4ic1:D	4ic1:I
3919	4ic1:D	4ic1:J
3919	4ic1:D	4ic1:K
3920	4ieb:A	3hzt:A
3920	4ieb:A	3lij:A
3920	4ieb:A	3q5i:A
3920	4ieb:A	4ieb:A
3920	4ieb:A	4mvf:A
3920	4ieb:A	4qox:A
3920	4ieb:A	4y5q:A
3920	4ieb:A	4yga:C
3920	4ieb:A	4ysj:B
3921	4ied:A	4ied:A
3922	4ied:C	4ied:C
3923	4ied:D	4ied:D
3924	4iee:A	4iee:A
3925	4ief:E	4ief:E
3926	4ief:F	1cvr:A
3926	4ief:F	4ief:F
3927	4iej:A	4iej:A
3928	4if6:B	4if6:B
3929	4ig8:A	4ig8:A
3929	4ig8:A	4rwn:A
3930	4iga:B	4iga:B
3931	4igq:B	4igq:B
3932	4ihq:A	4ihq:A
3932	4ihq:A	4ihq:B
3932	4ihq:A	4ihq:C
3933	4ii1:D	4ii1:D
3934	4ii2:A	4ii2:A
3934	4ii2:A	4ii3:C
3934	4ii2:A	5l6h:C
3934	4ii2:A	6dc6:A
3934	4ii2:A	6zhu:C
3934	4ii2:A	7pvn:A
3934	4ii2:A	7zh9:A
3935	4iik:A	4iik:A
3936	4il1:A	4il1:A
3937	4il3:B	2ypt:E
3937	4il3:B	4aw6:D
3937	4il3:B	4aw6:E
3937	4il3:B	4il3:B
3937	4il3:B	5syt:A
3937	4il3:B	6bh8:A
3938	4ild:A	4ild:A
3938	4ild:A	4ild:B
3939	4ilo:B	4ilo:A
3939	4ilo:B	4ilo:B
3940	4ilv:B	4ilv:B
3941	4imm:B	4imm:B
3942	4iok:A	4iok:A
3942	4iok:A	4iok:B
3942	4iok:A	4jjz:A
3942	4iok:A	4jjz:B
3943	4ip5:B	1yey:B
3943	4ip5:B	2hxt:A
3943	4ip5:B	4a35:A
3943	4ip5:B	4ip5:A
3943	4ip5:B	4ip5:B
3944	4iqj:D	2hpm:A
3944	4iqj:D	4iqj:A
3944	4iqj:D	4iqj:B
3944	4iqj:D	4iqj:C
3944	4iqj:D	4iqj:D
3945	4iqj:P	4iqj:M
3945	4iqj:P	4iqj:N
3945	4iqj:P	4iqj:O
3945	4iqj:P	4iqj:P
3946	4iqr:I	4iqr:I
3947	4iqy:A	4iqy:A
3948	4ir7:A	4ir7:A
3949	4is1:C	2lce:A
3949	4is1:C	2ma7:A
3949	4is1:C	4is1:C
3949	4is1:C	4is1:D
3949	4is1:C	4m9v:C
3949	4is1:C	4m9v:F
3949	4is1:C	6ki6:B
3949	4is1:C	7n5v:F
3949	4is1:C	7y3i:B
3949	4is1:C	7y3l:A
3949	4is1:C	7y3m:C
3949	4is1:C	7y3m:F
3949	4is1:C	7y3m:I
3949	4is1:C	7y3m:J
3949	4is1:C	8a4i:J
3949	4is1:C	8a4i:L
3949	4is1:C	8u17:C
3949	4is1:C	8u17:F
3950	4it5:B	4it5:A
3950	4it5:B	4it5:B
3950	4it5:B	4it5:C
3950	4it5:B	4it5:D
3951	4itc:A	3km5:A
3951	4itc:A	3m1h:B
3951	4itc:A	4itc:A
3952	4itr:A	3n3u:A
3952	4itr:A	4itr:A
3952	4itr:A	4itr:B
3953	4itx:A	4itx:A
3953	4itx:A	4itx:B
3954	4iu3:A	4iu3:A
3955	4iu3:B	4iu3:B
3956	4ium:A	4ium:A
3957	4iur:B	4iur:B
3957	4iur:B	7ef1:B
3958	4iur:C	4iur:C
3958	4iur:C	5znp:P
3959	4iuw:A	1dmt:A
3959	4iuw:A	2yb9:A
3959	4iuw:A	3dwb:A
3959	4iuw:A	3zuk:A
3959	4iuw:A	4iuw:A
3960	4ix4:A	4ix4:A
3960	4ix4:A	4ix4:B
3961	4ixj:A	4ixj:A
3962	4ixm:A	4ixm:A
3963	4iym:A	4iym:A
3963	4iym:A	4iym:B
3963	4iym:A	4iym:C
3963	4iym:A	4iym:D
3964	4iym:E	3mx3:A
3964	4iym:E	4iym:E
3964	4iym:E	4iym:O
3965	4iyq:A	4iyq:A
3965	4iyq:A	4iyq:B
3965	4iyq:A	4iyq:C
3966	4iz9:A	4iz9:A
3967	4izj:A	4izj:A
3968	4j00:B	4j00:A
3968	4j00:B	4j00:B
3969	4j1v:E	4j1v:E
3970	4j1v:G	4j1v:G
3971	4j25:B	4iw3:J
3971	4j25:B	4j25:B
3971	4j25:B	4j25:C
3972	4j3h:B	4j3h:A
3972	4j3h:B	4j3h:B
3973	4j6g:A	3alq:D
3973	4j6g:A	3alq:E
3973	4j6g:A	3alq:F
3973	4j6g:A	4j6g:A
3973	4j6g:A	5l19:A
3974	4j6o:A	4j6o:A
3975	4j6r:G	4j6r:G
3976	4j72:B	4j72:A
3976	4j72:B	4j72:B
3977	4j7m:A	4j7m:A
3978	4j9v:B	4j9v:A
3978	4j9v:B	4j9v:B
3979	4jay:B	4jay:B
3980	4jbe:A	4jbe:A
3980	4jbe:A	4jbe:B
3981	4jcm:A	1a47:A
3981	4jcm:A	1cyg:A
3981	4jcm:A	1i75:A
3981	4jcm:A	1i75:B
3981	4jcm:A	1pj9:A
3981	4jcm:A	1qhp:A
3981	4jcm:A	1v3m:B
3981	4jcm:A	4jcm:A
3981	4jcm:A	6aij:A
3981	4jcm:A	6cgt:A
3982	4jd2:C	4jd2:C
3982	4jd2:C	6uhc:C
3983	4jd2:D	4jd2:D
3983	4jd2:D	6uhc:D
3984	4jd2:E	4jd2:E
3984	4jd2:E	6uhc:E
3985	4jd2:F	4jd2:F
3985	4jd2:F	6uhc:F
3986	4jd2:G	4jd2:G
3986	4jd2:G	6uhc:G
3987	4jd2:H	4jd2:H
3988	4jdi:B	4jdi:B
3989	4jdu:A	3ibs:B
3989	4jdu:A	4jdu:A
3990	4jdz:A	4jdz:A
3991	4je0:A	1r17:B
3991	4je0:A	4je0:A
3991	4je0:A	4je0:B
3991	4je0:A	5cfa:A
3992	4jej:A	4jej:A
3993	4jfn:A	4jfn:A
3994	4jgl:A	4jgl:A
3995	4jix:B	4jiu:A
3995	4jix:B	4jix:A
3995	4jix:B	4jix:B
3995	4jix:B	4qhh:A
3995	4jix:B	4qhj:A
3995	4jix:B	4qhj:B
3996	4jk4:A	4jk4:A
3996	4jk4:A	5ij5:A
3996	4jk4:A	6qs9:A
3996	4jk4:A	6qs9:B
3997	4jk9:B	4jk9:B
3998	4jlv:A	2ved:A
3998	4jlv:A	2ved:B
3998	4jlv:A	4jlv:A
3999	4jmg:A	4jmg:A
4000	4jmg:B	4jmg:B
4001	4jml:A	4jml:A
4002	4jml:E	4jml:E
4003	4jn6:C	1nvm:A
4003	4jn6:C	1nvm:C
4003	4jn6:C	1nvm:E
4003	4jn6:C	1nvm:G
4003	4jn6:C	4jn6:A
4003	4jn6:C	4jn6:C
4003	4jn6:C	4lrt:A
4003	4jn6:C	4lrt:C
4004	4jnd:A	4jnd:A
4005	4jo0:A	4jo0:A
4005	4jo0:A	8a90:A
4005	4jo0:A	8a90:B
4006	4jo1:P	4jo1:P
4007	4jom:A	4jom:A
4007	4jom:A	5lew:A
4007	4jom:A	7pu7:A
4008	4jpz:E	4dck:C
4008	4jpz:E	4jpz:E
4008	4jpz:E	4jq0:A
4009	4jrf:A	4jrf:A
4010	4jrn:A	4jrn:A
4010	4jrn:A	4lv8:A
4011	4js0:B	4js0:B
4012	4juo:C	4juo:C
4013	4jvs:A	4i1o:B
4013	4jvs:A	4jvs:A
4014	4jwp:B	4jwp:A
4014	4jwp:B	4jwp:B
4015	4jx0:B	4jx0:A
4015	4jx0:B	4jx0:B
4016	4jx1:E	4jx1:E
4017	4jx1:G	4jx1:G
4018	4jx5:A	4jx5:A
4019	4jx5:C	4jx5:C
4020	4jzv:A	4jzv:A
4021	4k08:A	4k08:A
4022	4k0d:A	4k0d:A
4022	4k0d:A	4k0d:B
4023	4k0e:A	3t51:A
4023	4k0e:A	4k0e:A
4023	4k0e:A	4k0e:B
4023	4k0e:A	4k0e:C
4024	4k0g:A	4k0g:A
4025	4k1c:A	4k1c:A
4026	4k1t:B	1wcz:A
4026	4k1t:B	2as9:A
4026	4k1t:B	4k1t:A
4026	4k1t:B	4k1t:B
4026	4k1t:B	4k1t:C
4027	4k28:B	4k28:B
4028	4k2h:N	4k2h:M
4028	4k2h:N	4k2h:N
4029	4k2p:A	4k2p:A
4030	4k4h:A	2ihm:A
4030	4k4h:A	4i2i:A
4030	4k4h:A	4k4h:A
4030	4k4h:A	4qza:A
4030	4k4h:A	5tbb:A
4030	4k4h:A	7ktm:A
4030	4k4h:A	7rbm:A
4031	4k6e:A	4k6e:A
4032	4k6t:F	3qnd:E
4032	4k6t:F	3qnd:F
4032	4k6t:F	3qnd:G
4032	4k6t:F	4k6t:E
4032	4k6t:F	4k6t:F
4032	4k6t:F	4k6t:G
4032	4k6t:F	6hcn:A
4032	4k6t:F	6hcn:B
4032	4k6t:F	6hcn:C
4032	4k6t:F	7op2:D
4032	4k6t:F	7op2:E
4032	4k6t:F	7op2:F
4033	4k81:G	4k81:G
4033	4k81:G	4kvg:D
4034	4k90:B	4k90:B
4035	4ka7:C	4ka7:C
4036	4kbb:B	2vu9:A
4036	4kbb:B	4kbb:B
4037	4kc9:A	4kbl:A
4037	4kc9:A	4kbl:B
4037	4kc9:A	4kc9:A
4037	4kc9:A	5tte:B
4037	4kc9:A	5udh:A
4037	4kc9:A	7b5n:H
4038	4kdw:A	4kdw:A
4039	4keq:A	4keq:A
4040	4kf1:A	4kf1:A
4041	4kf1:C	4kf1:C
4042	4kf9:A	4kf9:A
4043	4kft:B	4kft:B
4043	4kft:B	4r2i:A
4044	4kft:D	4kft:D
4045	4kg0:A	4kg0:A
4046	4kgk:A	4kgk:A
4046	4kgk:A	4kgk:B
4046	4kgk:A	4kgk:C
4046	4kgk:A	4kgk:D
4047	4kh4:A	4kh4:A
4047	4kh4:A	4kh4:B
4048	4kh9:B	4kh9:B
4049	4kho:A	4kho:A
4050	4ki8:A	4ki8:A
4050	4ki8:A	4ki8:B
4050	4ki8:A	4ki8:C
4050	4ki8:A	4ki8:D
4050	4ki8:A	4ki8:E
4050	4ki8:A	4ki8:F
4050	4ki8:A	4ki8:G
4050	4ki8:A	7k3z:A
4050	4ki8:A	7k3z:B
4050	4ki8:A	7k3z:C
4050	4ki8:A	7k3z:D
4050	4ki8:A	7k3z:E
4050	4ki8:A	7k3z:F
4050	4ki8:A	7k3z:G
4050	4ki8:A	8g7m:A
4050	4ki8:A	8g7m:B
4050	4ki8:A	8g7m:C
4050	4ki8:A	8g7m:D
4050	4ki8:A	8g7m:E
4050	4ki8:A	8g7m:F
4051	4kis:D	4kis:A
4051	4kis:D	4kis:D
4051	4kis:D	6dnw:A
4052	4kjm:B	4kjm:A
4052	4kjm:B	4kjm:B
4053	4kkm:A	1rqi:A
4053	4kkm:A	1rqi:B
4053	4kkm:A	1rqj:B
4053	4kkm:A	3oab:A
4053	4kkm:A	3oab:D
4053	4kkm:A	3oac:D
4053	4kkm:A	3p41:A
4053	4kkm:A	3pde:C
4053	4kkm:A	3q1o:C
4053	4kkm:A	3q1o:D
4053	4kkm:A	4kkm:A
4053	4kkm:A	4kkm:B
4053	4kkm:A	4lfg:A
4053	4kkm:A	4lfg:B
4053	4kkm:A	4llt:A
4053	4kkm:A	4llt:B
4053	4kkm:A	4umj:A
4053	4kkm:A	4umj:B
4054	4kmr:B	4kmr:A
4054	4kmr:B	4kmr:B
4055	4kna:B	2wme:A
4055	4kna:B	2wme:B
4055	4kna:B	2wme:C
4055	4kna:B	2wme:D
4055	4kna:B	3ty7:A
4055	4kna:B	3ty7:B
4055	4kna:B	3u4j:A
4055	4kna:B	3u4j:B
4055	4kna:B	3u4j:C
4055	4kna:B	3u4j:D
4055	4kna:B	4a0m:A
4055	4kna:B	4a0m:B
4055	4kna:B	4kna:A
4055	4kna:B	4kna:B
4055	4kna:B	4u3w:A
4055	4kna:B	4u3w:B
4055	4kna:B	4ywe:A
4055	4kna:B	4ywe:B
4055	4kna:B	4ywe:C
4055	4kna:B	4ywe:D
4055	4kna:B	5kf0:A
4055	4kna:B	5kf0:B
4055	4kna:B	5kf0:C
4055	4kna:B	5kf0:D
4055	4kna:B	8skf:A
4055	4kna:B	8skf:B
4056	4knh:B	4knh:B
4057	4knv:A	4knv:A
4058	4koy:A	4koy:A
4059	4kp4:B	4biw:A
4059	4kp4:B	4biw:B
4059	4kp4:B	4jav:A
4059	4kp4:B	4jav:B
4059	4kp4:B	4kp4:A
4059	4kp4:B	4kp4:B
4059	4kp4:B	5lfk:A
4059	4kp4:B	5lfk:B
4060	4kpp:B	4kpp:B
4061	4kpy:B	3hvr:A
4061	4kpy:B	3hxm:A
4061	4kpy:B	4kpy:B
4061	4kpy:B	5gq9:A
4061	4kpy:B	5gq9:B
4061	4kpy:B	5xou:A
4061	4kpy:B	5xou:B
4062	4kpz:A	1hm9:A
4062	4kpz:A	2oi6:B
4062	4kpz:A	2oi7:A
4062	4kpz:A	2oi7:B
4062	4kpz:A	3st8:A
4062	4kpz:A	4fce:A
4062	4kpz:A	4kpz:A
4063	4kqb:A	4kqb:A
4064	4krc:B	4krc:B
4065	4ks9:A	4ks9:A
4065	4ks9:A	4ks9:B
4065	4ks9:A	4ksa:A
4065	4ks9:A	4ksa:B
4065	4ks9:A	4ksa:C
4065	4ks9:A	4ksa:D
4066	4ktr:D	4ktr:C
4066	4ktr:D	4ktr:D
4067	4ktz:B	4ktz:A
4067	4ktz:B	4ktz:B
4068	4ku0:D	4ku0:D
4069	4kuj:B	4kuj:B
4070	4kvj:A	4hhr:A
4070	4kvj:A	4kvj:A
4071	4kwu:A	4kwu:A
4072	4kxw:A	4kxw:A
4073	4kyi:E	4kyi:E
4074	4kys:B	4kys:B
4075	4l0j:A	4l0j:A
4076	4l0p:A	4l0p:A
4077	4l0p:B	4l0p:B
4078	4l2z:B	4l2z:A
4078	4l2z:B	4l2z:B
4078	4l2z:B	6s83:A
4078	4l2z:B	6s83:B
4078	4l2z:B	7p84:A
4078	4l2z:B	7p84:C
4079	4l3a:B	4l3a:A
4079	4l3a:B	4l3a:B
4080	4l5o:B	4l5o:A
4080	4l5o:B	4l5o:B
4081	4l6t:A	4l6t:A
4082	4l6t:B	4l6t:B
4082	4l6t:B	4l6t:C
4082	4l6t:B	4l6t:D
4082	4l6t:B	4l6t:E
4082	4l6t:B	4l6t:F
4082	4l6t:B	5elb:A
4082	4l6t:B	5elb:B
4082	4l6t:B	5elb:C
4082	4l6t:B	5elb:D
4082	4l6t:B	5elb:E
4083	4l73:B	4l73:A
4083	4l73:B	4l73:B
4083	4l73:B	6ux4:A
4083	4l73:B	6ux4:B
4083	4l73:B	6ux4:C
4083	4l73:B	6ux4:D
4083	4l73:B	6ux4:E
4083	4l73:B	6ux4:F
4083	4l73:B	6ux4:G
4083	4l73:B	6ux4:H
4084	4l78:A	4l78:A
4085	4l7v:A	4l7v:A
4086	4l7w:A	4l7w:A
4087	4l7x:A	2g6q:A
4087	4l7x:A	2lv9:A
4087	4l7x:A	2ma5:A
4087	4l7x:A	2mum:A
4087	4l7x:A	2qic:A
4087	4l7x:A	3c6w:A
4087	4l7x:A	3gl6:A
4087	4l7x:A	4l58:A
4087	4l7x:A	4l7x:A
4087	4l7x:A	5c11:A
4087	4l7x:A	5tab:A
4087	4l7x:A	5tbn:A
4087	4l7x:A	5wle:A
4087	4l7x:A	7y0i:A
4087	4l7x:A	7zmx:B
4088	4l8h:A	4l8h:A
4088	4l8h:A	4l8h:B
4089	4l8n:A	4l8n:A
4090	4l8o:A	4l8o:A
4090	4l8o:A	4leh:A
4090	4l8o:A	4leh:B
4090	4l8o:A	4leh:C
4090	4l8o:A	4n3v:A
4091	4l99:A	4l99:A
4092	4l9m:A	4l9m:A
4093	4l9o:B	4l9o:B
4093	4l9o:B	7uhy:E
4093	4l9o:B	7uhy:F
4093	4l9o:B	7uhy:G
4093	4l9o:B	7uhy:H
4094	4la6:A	4la6:A
4095	4lcv:D	4lcv:D
4096	4ldt:A	4ldt:A
4097	4ldz:B	1zn2:A
4097	4ldz:B	4if4:A
4097	4ldz:B	4if4:B
4097	4ldz:B	4if4:C
4097	4ldz:B	4if4:D
4097	4ldz:B	4ldz:A
4097	4ldz:B	4ldz:B
4097	4ldz:B	4yn8:A
4097	4ldz:B	4zms:A
4097	4ldz:B	4zms:B
4097	4ldz:B	5hev:A
4097	4ldz:B	5hev:F
4097	4ldz:B	5xt2:A
4098	4lef:B	4lef:B
4099	4lem:C	4lem:A
4099	4lem:C	4lem:B
4099	4lem:C	4lem:C
4099	4lem:C	4lem:D
4099	4lem:C	4lem:E
4099	4lem:C	4lem:F
4100	4lep:B	4lep:A
4100	4lep:B	4lep:B
4100	4lep:B	4tpg:A
4101	4lf1:C	4lf1:C
4102	4lf1:D	4lf1:D
4103	4lf1:E	4lf1:E
4104	4lf1:F	4lf1:F
4105	4lfy:A	2z26:A
4105	4lfy:A	2z26:B
4105	4lfy:A	3jze:A
4105	4lfy:A	3jze:B
4105	4lfy:A	3jze:C
4105	4lfy:A	3jze:D
