cluster	chain
12174	8j7u:B
12174	8j7w:A
12174	8j7w:B
12174	8j7y:A
12174	8j7y:B
12174	8j80:A
12174	8j80:B
12175	8j9q:A
12175	8j9q:B
12175	8j9q:C
12175	8j9r:A
12176	8jaq:L
12176	8jas:L
12176	8jav:L
12177	8jaq:F
12177	8jaq:O
12177	8jaq:P
12177	8jaq:S
12178	8jaq:A
12178	8jaq:B
12178	8jaq:J
12178	8jaq:K
12178	8jar:A
12178	8jar:B
12178	8jas:A
12178	8jas:B
12178	8jas:J
12178	8jas:K
12178	8jav:A
12178	8jav:B
12178	8jav:J
12178	8jav:K
12179	8jar:E
12179	8jar:I
12180	8jar:F
12180	8jar:S
12180	8jas:F
12180	8jas:S
12181	8jas:O
12182	8jaq:E
12182	8jas:E
12182	8jav:E
12183	8jav:F
12183	8jav:O
12183	8jav:P
12183	8jav:S
12184	8jb3:A
12186	8jc5:C
12186	8jc5:D
12187	8jc7:A
12187	8jc7:B
12187	8jc7:C
12187	8jc7:D
12187	8jc7:E
12187	8jc7:F
12187	8jc7:G
12188	8jca:B
12189	8jch:W
12189	8k5p:W
12190	8je0:A
12190	8je0:B
12190	8je0:C
12190	8je0:D
12192	8je1:F
12192	8je2:A
12193	8je1:G
12194	8je1:I
12195	8je1:R
12202	8jh8:A
12203	8jhz:B
12206	8jol:C
12207	8jp4:A
12207	8jp4:B
12207	8jp4:E
12207	8jp4:F
12207	8jp5:A
12207	8jp5:B
12207	8jp5:E
12207	8jp5:F
12207	8jp6:A
12207	8jp6:B
12207	8jp6:E
12207	8jp6:F
12207	8jp7:A
12207	8jp7:B
12207	8jp7:E
12207	8jp7:F
12207	8jp8:A
12207	8jp8:B
12207	8jp8:E
12207	8jp8:F
12207	8jp9:A
12207	8jp9:B
12207	8jp9:E
12207	8jp9:F
12208	8jp4:C
12208	8jp4:D
12208	8jp4:G
12208	8jp4:H
12208	8jp5:C
12208	8jp5:D
12208	8jp5:G
12208	8jp5:H
12208	8jp6:C
12208	8jp6:D
12208	8jp6:G
12208	8jp6:H
12208	8jp7:C
12208	8jp7:D
12208	8jp7:G
12208	8jp7:H
12208	8jp8:C
12208	8jp8:D
12208	8jp8:G
12208	8jp8:H
12208	8jp9:C
12208	8jp9:D
12208	8jp9:G
12208	8jp9:H
12209	8jpb:L
12209	8jpc:L
12210	8jpb:R
12210	8jpc:R
12211	8jsl:C
12212	8jsl:D
12212	8jsl:E
12213	7yer:B
12213	7yes:B
12213	8jsl:B
12213	8jsm:B
12213	8jsn:B
12214	7yer:C
12214	7yes:C
12214	8jsm:C
12214	8jsn:C
12215	7yer:D
12215	7yer:E
12215	7yes:D
12215	7yes:E
12215	8jsm:D
12215	8jsm:E
12215	8jsn:D
12215	8jsn:E
12218	8jud:B
12219	8juf:B
12219	8jug:C
12220	7y63:A
12220	7y63:B
12220	7y68:A
12220	7y68:B
12220	7y69:A
12220	7y69:B
12220	8jul:A
12220	8jul:B
12220	8jun:A
12220	8jun:B
12220	8woq:A
12220	8woq:B
12220	8wor:A
12220	8wor:B
12220	8wos:A
12220	8wos:B
12220	8wot:A
12220	8wot:B
12221	8jwj:A
12221	8jwj:C
12223	8jws:A
12223	8jws:B
12223	8jws:C
12224	8jwu:A
12224	8jwu:B
12224	8jwu:C
12225	8jx6:A
12225	8jx6:B
12230	8k4z:B
12233	8k7x:A
12233	8k7y:A
12233	8k7y:E
12234	8k9f:A
12235	8k9f:B
12236	8k9f:C
12237	8k9f:D
12238	8k9f:E
12239	8k9f:F
12240	8k9f:G
12241	8k9f:I
12245	8kg9:F
12245	8kg9:G
12245	8kg9:H
12245	8w7m:F
12245	8w7m:G
12245	8w7m:H
12246	8kg9:N
12247	8j9v:A
12247	8j9v:B
12247	8j9x:A
12247	8j9x:B
12247	8kgr:A
12247	8kgr:B
12249	8khq:A
12249	8khq:B
12249	8khq:C
12249	8khq:D
12250	8kih:A
12251	8odo:B
12251	8odo:D
12251	8odo:F
12251	8odo:H
12251	8odp:B
12251	8odp:D
12251	8odp:F
12251	8odp:H
12252	8odu:C
12252	8odu:D
12253	8aaj:A
12253	8oej:A
12253	8oej:D
12253	8oel:A
12253	8oel:D
12254	8aaj:C
12254	8aas:C
12254	8c5y:C
12254	8c5y:F
12254	8c5y:I
12254	8c5y:L
12254	8oej:C
12254	8oej:I
12254	8oel:C
12254	8oel:I
12256	8oev:M
12256	8oew:M
12256	8of0:M
12258	8og4:A
12258	8og4:B
12261	8oh5:C
12261	8oh5:F
12261	8oh5:I
12261	8oh5:L
12261	8oh9:C
12261	8oh9:F
12261	8oh9:I
12261	8oh9:L
12262	8ohy:A
12263	8oi7:A
12263	8oi7:B
12263	8oi9:A
12263	8oi9:B
12263	8oia:A
12263	8oia:B
12263	8oia:C
12263	8oia:D
12263	8oib:A
12263	8oib:B
12263	8oib:C
12263	8oib:D
12263	8oic:A
12263	8oic:B
12263	8oic:C
12263	8oic:D
12263	8oic:E
12263	8oic:F
12263	8oic:G
12263	8oic:H
12264	8oj6:B
12264	8oj7:B
12264	8oja:B
12265	8ojc:A
12266	8oj6:A
12266	8oj7:A
12266	8oja:A
12266	8ojb:A
12266	8ojd:A
12267	8okx:B
12267	8ol1:L
12271	8om5:B
12272	8oma:B
12272	8omo:B
12272	8omq:B
12274	8opr:A
12275	8oqh:A
12275	8oqh:B
12276	8oqj:A
12276	8oqj:B
12277	8or0:H
12278	8or3:E
12279	8ori:A
12279	8ori:B
12279	8ori:C
12279	8ori:D
12279	8osw:A
12279	8osw:B
12279	8rue:A
12279	8rue:B
12279	8rue:C
12279	8rue:D
12279	8ruf:A
12279	8ruf:B
12279	8ruf:C
12279	8ruf:D
12281	8g46:B
12281	8ov6:B
12282	8ov6:C
12284	8ox6:A
12287	8oxm:E
12287	8oxm:F
12287	8oxo:E
12287	8oxo:F
12288	8oxx:A
12289	8oyh:B
12291	8p0d:B
12292	8p23:A
12292	8p23:B
12292	8p27:A
12292	8p27:B
12292	8p28:A
12292	8p28:B
12292	8p28:C
12292	8p28:D
12292	8p2c:A
12292	8p2c:B
12292	8p2c:C
12292	8p2c:D
12292	8p2s:A
12292	8p2s:B
12292	8p39:A
12292	8p39:B
12293	8p3a:A
12294	8p4a:M
12294	8p4c:M
12294	8w8e:a
12294	8w8f:a
12295	8p4b:M
12295	8p4e:M
12296	8p4e:O
12296	8p4f:O
12296	8w8f:b
12297	8p5q:A
12298	8p5r:N
12298	8p5r:O
12298	8p5r:P
12298	8p5r:Q
12301	8p66:B
12302	8p6y:H
12303	8p84:A
12303	8p84:B
12304	8paq:A
12304	8paq:B
12305	8pbc:L
12305	8pbc:M
12305	8pbc:N
12305	8pbc:O
12305	8pbc:P
12305	8pbc:Q
12305	8pbc:R
12305	8pbc:S
12305	8pbc:T
12305	8pbc:U
12305	8pbd:K
12305	8pbd:L
12305	8pbd:M
12305	8pbd:N
12305	8pbd:O
12305	8pbd:P
12305	8pbd:Q
12305	8pbd:R
12305	8pbd:S
12306	8pe9:A
12308	8pjn:2
12308	8pmq:E
12309	8pjn:b
12310	8pjn:i
12313	8pn3:C
12313	8pn3:D
12314	8pn3:A
12314	8pn3:B
12314	8pn5:A
12314	8pn5:B
12314	8pn5:C
12314	8pn5:D
12314	8pn5:E
12314	8pn5:F
12314	8pn5:G
12314	8pn5:H
12315	8pn5:I
12315	8pn5:J
12315	8pn5:K
12315	8pn5:L
12315	8pn5:M
12315	8pn5:O
12315	8pn5:P
12316	8pn5:N
12317	8po5:A
12317	8po5:B
12317	8pzh:A
12317	8pzh:B
12318	8pp6:K
12323	8ppk:j
12325	8pq7:B
12325	8pq7:D
12326	8pqw:D
12326	8pqw:E
12327	8pqw:F
12327	8pqw:G
12328	8pqw:H
12328	8pqw:I
12329	8pr4:X
12331	8pr4:x
12332	8psn:A
12332	8pss:A
12332	8psx:A
12332	8psz:A
12332	8pt2:A
12332	8pt6:A
12332	8pt7:A
12332	8pth:A
12332	8ptj:A
12332	8qz8:A
12333	8psn:B
12333	8pso:B
12333	8psq:B
12333	8pss:B
12333	8psu:B
12333	8psx:B
12333	8psz:B
12333	8pt2:B
12333	8pt6:B
12333	8pt7:B
12333	8pth:B
12333	8ptj:B
12333	8qz8:B
12334	8psn:C
12334	8psx:C
12334	8psz:C
12334	8pt2:C
12334	8qz8:C
12335	8pso:A
12335	8psq:A
12335	8psu:A
12336	8pt6:C
12337	8pso:C
12337	8psq:C
12337	8pss:C
12337	8psu:C
12337	8pt7:C
12339	8pth:C
12339	8ptj:C
12340	8ok9:C
12340	8pvv:C
12343	8pxc:A
12347	8q1b:J
12347	8q1b:U
12349	8q1k:A
12349	8q1k:B
12349	8q1x:A
12349	8q1x:B
12350	8q28:A
12350	8q28:B
12350	8q29:A
12350	8q29:B
12350	8q2a:A
12350	8q2a:B
12350	8q2a:C
12351	8q3b:A
12351	8q3k:A
12352	8q3b:B
12352	8q3k:B
12353	8q3b:C
12353	8q3k:C
12354	8q3b:D
12354	8q3k:D
12355	8q3b:E
12355	8q3k:E
12356	8q3b:F
12356	8q3k:F
12357	8q3b:I
12357	8q3k:I
12358	8q3b:J
12358	8q3k:J
12359	8q3z:A
12359	8q3z:B
12359	8q40:A
12359	8q40:B
12359	8q41:A
12359	8q41:B
12359	8q42:A
12359	8q42:B
12359	8q43:A
12359	8q43:B
12359	8q44:A
12359	8q44:B
12360	8q5u:E
12361	8q66:A
12362	8q66:B
12363	8q6f:A
12363	8q6g:A
12363	8q6h:A
12368	8q6o:L
12368	8q6o:R
12372	8q6u:A
12372	8q6u:B
12374	8q7h:E
12375	8q7r:F
12376	8ij1:D
12376	8ij1:I
12376	8je1:D
12376	8je2:D
12376	8pql:H
12376	8q7r:H
12376	8wqa:B
12376	8wqa:D
12376	8wqb:F
12376	8wqb:J
12376	8wqc:A
12376	8wqc:G
12376	8wqe:B
12376	8wqe:D
12376	8wqg:A
12376	8wqg:G
12376	8wqh:D
12376	8wqh:H
12377	8qci:A
12378	8qci:B
12380	8qf5:B
12380	8qf5:H
12382	8qfl:A
12382	8qfl:B
12382	8qfm:A
12382	8qfm:B
12382	8qfn:A
12382	8qfn:B
12382	8qfo:A
12382	8qfo:B
12382	8qfp:A
12382	8qfp:B
12382	8qfq:A
12382	8qfq:B
12383	8qfs:A
12383	8qhc:A
12384	8qfx:E
12384	8qfx:F
12384	8qfx:G
12384	8qfx:H
12384	8qhl:C
12384	8qhl:D
12385	8qhc:D
12387	8qke:C
12387	8qke:D
12387	8qkj:C
12387	8qkj:D
12388	8qkg:C
12388	8qkg:D
12389	8qtc:C
12390	8qyq:D
12391	8gcr:R
12391	8r1f:A
12391	8r1g:A
12391	8r1g:D
12392	8r3k:G
12400	8r6f:h
12401	8r8r:D
12402	8rbz:B
12403	8rbz:C
12404	8rbz:Y
12405	8rbz:a
12406	8rbz:c
12411	8rbz:m
12412	8rbz:n
12413	8rbz:o
12413	8rc4:o
12414	8rbz:r
12414	8rc4:r
12415	8rc4:a
12418	8rbz:j
12418	8rc4:j
12419	8rc4:m
12420	8rc4:n
12421	8re2:A
12422	8rhe:A
12422	8rhe:B
12422	8rhf:A
12422	8rhf:B
12422	8rhi:A
12422	8rhi:B
12425	8rx0:G
12426	8s03:A
12427	8s3e:E
12427	8s3e:F
12427	8s3e:G
12427	8s3e:H
12429	8sa8:A
12429	8sa8:B
12429	8sa8:C
12429	8sa8:D
12429	8saa:A
12429	8saa:B
12429	8sac:A
12429	8sac:B
12429	8sac:C
12429	8sac:D
12429	8sad:A
12429	8sad:B
12430	8f6t:A
12430	8sbb:A
12431	8drp:A
12431	8drp:B
12431	8drp:C
12431	8drp:D
12431	8seu:A
12431	8seu:B
12431	8seu:C
12431	8seu:D
12431	8sev:A
12431	8sev:B
12431	8sev:C
12431	8sev:D
12431	8sew:A
12431	8sew:B
12431	8sew:C
12431	8sew:D
12431	8sex:A
12431	8sex:B
12431	8sex:C
12431	8sex:D
12431	8sey:A
12431	8sey:B
12431	8sey:C
12431	8sey:D
12431	8sez:A
12431	8sez:B
12431	8sez:C
12431	8sez:D
12431	8sf0:A
12431	8sf0:B
12431	8sf0:C
12431	8sf0:D
12432	8sg9:N
12433	8sgc:N
12435	8sgj:A
12435	8sgt:A
12436	8sh9:N
12437	8sff:P
12437	8sgc:P
12437	8sh9:P
12437	8shf:P
12437	8shg:P
12437	8shl:P
12438	8shd:N
12438	8she:N
12438	8shf:N
12438	8shg:N
12438	8shl:N
12438	8shn:N
12439	8sic:E
12439	8sic:G
12441	8sl1:A
12442	8sld:A
12442	8slf:A
12442	8slf:B
12442	8slg:A
12442	8slg:B
12442	8slh:A
12442	8t5n:A
12442	8u2q:A
12442	8u2q:B
12447	8smr:J
12447	8smr:M
12447	8snh:J
12447	8snh:M
12448	8smr:K
12448	8smr:N
12448	8snh:K
12448	8snh:N
12449	8smr:L
12449	8smr:O
12449	8snh:L
12449	8snh:O
12450	8sng:A
12450	8sng:B
12451	8so0:D
12452	8soj:D
12453	8soj:B
12453	8sok:B
12455	8sok:D
12456	8sou:A
12457	8snf:A
12457	8snf:B
12457	8snf:C
12457	8snf:D
12457	8snf:E
12457	8snf:F
12457	8snk:A
12457	8snk:B
12457	8snk:C
12457	8snk:D
12457	8snk:E
12457	8snk:I
12457	8sp2:A
12457	8sp2:B
12457	8sp2:C
12457	8sp2:D
12457	8sp2:E
12457	8sp2:F
12457	8sp2:G
12457	8sp2:H
12457	8sp2:I
12457	8sp2:J
12457	8sp2:K
12457	8sp2:L
12458	8sou:B
12458	8sov:B
12458	8spl:B
12459	8ffi:A
12459	8ffi:E
12459	8ffi:I
12459	8ffi:M
12459	8i87:A
12459	8i87:C
12459	8i87:G
12459	8i87:O
12459	8ifk:A
12459	8ifl:A
12459	8ifl:F
12459	8ifl:J
12459	8ifl:N
12459	8ifm:A
12459	8ifm:F
12459	8ifm:J
12459	8ifm:N
12459	8j9g:B
12459	8jay:B
12459	8jay:D
12459	8jay:J
12459	8jay:N
12459	8k34:A
12459	8qlp:A
12459	8qlp:E
12459	8qlp:I
12459	8qlp:M
12459	8sp3:A
12459	8sp3:E
12459	8spo:A
12459	8spo:E
12459	8spo:I
12459	8spo:M
12459	8squ:A
12461	8sqv:A
12463	8spe:A
12463	8spe:B
12463	8spe:C
12463	8spe:D
12463	8spe:E
12463	8spe:F
12463	8spe:G
12463	8spe:H
12463	8spe:I
12463	8spe:J
12463	8spe:K
12463	8spe:L
12463	8spe:M
12463	8spe:N
12463	8spe:O
12463	8spe:P
12463	8spe:Q
12463	8spe:R
12463	8spe:S
12463	8spe:T
12463	8spe:U
12463	8spe:V
12463	8spe:W
12463	8spe:X
12463	8spe:Y
12463	8spe:Z
12463	8spe:a
12463	8spe:b
12463	8spe:c
12463	8spe:d
12463	8spe:e
12463	8spe:f
12463	8spe:g
12463	8spe:h
12463	8spe:i
12463	8spe:j
12463	8srx:A
12463	8srx:B
12463	8srx:C
12463	8srx:D
12471	8sy3:A
12471	8sy3:B
12474	8t03:A
12474	8t03:B
12474	8t04:A
12474	8t04:B
12474	8t05:A
12474	8t05:B
12474	8t06:A
12474	8t06:B
12474	8t07:A
12474	8t07:B
12475	8t12:A
12478	8t1p:D
12479	8t1s:A
12479	8t1s:C
12479	8t1t:A
12479	8t1t:C
12480	8t1s:B
12480	8t1s:D
12480	8t1t:B
12480	8t1t:D
12484	8t4r:D
12485	8t4s:n
12486	8t5j:A
12487	8t70:P
12488	8t85:A
12490	8taf:J
12490	8taf:L
12490	8taf:M
12490	8taf:N
12490	8taf:O
12490	8taf:P
12490	8taf:Q
12490	8taf:R
12493	8tcf:C
12493	8tcg:C
12494	8tgp:B
12498	7usw:D
12498	7usw:F
12498	7usx:D
12498	7usx:F
12498	7usy:D
12498	7usy:F
12498	8tkp:C
12498	8tkp:F
12499	8tnp:C
12499	8tnq:C
12499	8tnr:C
12500	8tof:F
12501	8tof:H
12502	8tof:x
12503	8toq:E
12504	8tor:E
12504	8tot:C
12504	8tot:D
12504	8tou:B
12505	8tos:E
12507	8ttb:D
12508	8tug:M
12509	8tvp:M
12509	8tvq:M
12509	8tvs:M
12511	8twi:D
12512	8tzg:A
12513	8tzo:B
12515	8u1l:D
12517	8gkq:A
12517	8u45:A
12518	7svj:A
12518	7svj:B
12518	8u7n:A
12518	8u7n:B
12518	8vrx:A
12518	8vrx:B
12519	8u8m:A
12519	8u8m:B
12519	8u8m:C
12519	8u8m:D
12522	8ugb:C
12522	8ugb:D
12523	8ugs:C
12523	8ugs:D
12524	8uha:X
12526	8uhg:Z
12526	8ui0:Z
12526	8uis:Z
12527	8uhg:X
12527	8ui0:X
12528	8uis:S
12529	8uis:W
12530	8uk2:1
12530	8uk2:2
12530	8uk2:3
12530	8uk3:1
12530	8uk3:2
12530	8uk3:3
12535	8unh:C
12535	8unh:D
12536	8uo3:R
12538	8uq8:A
12538	8uq8:a
12538	8uq9:A
12538	8uq9:a
12538	8uqa:K
12538	8uqb:A
12538	8uqc:A
12541	8gzg:Z
12541	8gzh:Z
12541	8syi:Z
12541	8urw:Z
12546	8ux2:A
12546	8ux2:B
12546	8ux2:C
12547	8uzx:F
12547	8uzx:G
12547	8uzy:F
12547	8uzy:G
12547	8v01:F
12547	8v01:G
12547	8v0i:F
12547	8v0i:G
12547	8v0k:F
12547	8v0k:G
12548	8v14:A
12548	8v14:B
12549	8v15:B
12549	8v15:D
12549	8v2n:B
12552	8v9q:D
12553	8v9q:F
12554	8v9q:H
12558	8vam:G
12558	8vap:G
12558	8vas:G
12560	8w41:A
12561	8w7m:N
12562	8w8e:X
12564	8w9m:A
12564	8w9m:B
12567	8wcn:A
12567	8wcn:B
12570	8wej:C
12571	8wil:A
12571	8wim:A
12574	8hg1:C
12574	8wpe:B
12574	8wpf:B
12574	8wpk:B
12575	8hg1:B
12575	8wpe:C
12575	8wpf:C
12575	8wpk:C
12576	8wpe:D
12576	8wpe:E
12576	8wpe:F
12576	8wpe:G
12576	8wpf:D
12576	8wpf:E
12576	8wpf:F
12576	8wpf:G
12576	8wpk:D
12576	8wpk:E
12576	8wpk:F
12576	8wpk:G
12577	8wqa:K
12577	8wqa:L
12578	8wqb:K
12579	8wqe:K
12580	8wqe:L
12581	8wqh:G
12582	8wqh:L
12583	8wy5:A
12583	8wy5:B
12583	8wy5:C
12583	8wy5:D
12583	8x51:A
12583	8x51:B
12584	8wej:A
12584	8x2l:A
12585	8wej:B
12585	8x2l:B
12586	8x39:A
12586	8x39:B
12587	8x3a:A
12589	8xld:A
12591	8xru:C
12592	8dge:A
12592	8dge:B
12592	8dge:C
12592	8dge:D
12592	8dl1:A
12592	8dl1:B
12592	8dl1:C
12592	8dl1:D
12592	8dl2:A
12592	8dl2:B
12592	8dl2:C
12592	8dl2:D
12592	8xx9:A
12592	8xxa:A
12598	8yjx:A
12598	8yjx:B
12599	8yk5:A
12599	8yk5:B
