PDB ID,Receptor chain,Ligand,Ligand chain,Ligand Number
5zon,B,ZN,B,1
5zon,C,ZN,C,1
5zon,C,ZN,C,2
5zon,D,ZN,D,1
5zoo,G,ZN,G,1
5zoo,G,ZN,G,2
5zop,G,ZN,G,1
5zop,G,ZN,G,2
5zou,A,CU,A,1
5zou,B,CU,B,1
5zov,A,CA,A,1
5zow,A,CU,A,1
5zow,B,CU,B,1
5zox,A,CU,A,1
5zox,B,CU,B,1
5zoy,A,CU,A,1
5zoy,B,CU,B,1
5zoz,A,CU,A,1
5zoz,B,CU,B,1
5zp0,A,CU,A,1
5zp0,B,CU,B,1
5zp1,A,CU,A,1
5zp1,B,CU,B,1
5zp2,A,CU,A,1
5zp2,B,CU,B,1
5zp3,A,CU,A,1
5zp3,B,CU,B,1
5zp4,A,CU,A,1
5zp4,B,CU,B,1
5zp5,A,CU,A,1
5zp5,B,CU,B,1
5zp6,A,CU,A,1
5zp6,B,CU,B,1
5zp7,A,CU,A,1
5zp7,B,CU,B,1
5zp8,A,CU,A,1
5zp8,B,CU,B,1
5zp9,A,CU,A,1
5zp9,B,CU,B,1
5zpa,A,CU,A,1
5zpa,B,CU,B,1
5zpb,A,CU,A,1
5zpb,B,CU,B,1
5zpc,A,CU,A,1
5zpc,B,CU,B,1
5zpd,A,CU,A,1
5zpd,B,CU,B,1
5zpe,A,CU,A,1
5zpe,B,CU,B,1
5zpf,A,CU,A,1
5zpf,B,CU,B,1
5zpg,A,CU,A,1
5zpg,B,CU,B,1
5zph,A,CU,A,1
5zph,B,CU,B,1
5zpi,A,CU,A,1
5zpi,B,CU,B,1
5zpj,A,CU,A,1
5zpj,B,CU,B,1
5zpk,A,CU,A,1
5zpk,B,CU,B,1
5zpl,A,CU,A,1
5zpl,B,CU,B,1
5zpm,A,CU,A,1
5zpm,B,CU,B,1
5zpn,A,CU,A,1
5zpn,B,CU,B,1
5zpo,A,CU,A,1
5zpo,B,CU,B,1
5zpp,A,CU,A,1
5zpp,B,CU,B,1
5zpq,A,CU,A,1
5zpq,B,CU,B,1
5zpr,A,CU,A,1
5zpr,B,CU,B,1
5zps,A,CU,A,1
5zps,B,CU,B,1
5zpt,A,CU,A,1
5zpt,B,CU,B,1
5zpu,A,MG,A,1
5zqa,A,MG,A,1
5zqf,A,MN,A,1
5zqk,A,ZN,A,1
5zqk,A,ZN,A,2
5zqk,B,MG,B,1
5zqk,B,MG,B,2
5zqk,B,ZN,B,1
5zqk,B,ZN,B,2
5zqn,A,MN,A,1
5zqn,A,MN,A,2
5zqo,A,ZN,A,1
5zqp,A,ZN,A,1
5zqq,A,ZN,A,1
5zqr,A,ZN,A,1
5zqv,A,MN,A,1
5zqv,B,MN,B,1
5zqv,C,MN,C,1
5zqv,D,MN,D,1
5zqy,A,MG,A,1
5zqy,A,MG,A,2
5zr6,A,MN,A,1
5zr6,A,MN,A,2
5zr6,A,MN,A,3
5zr6,B,MN,B,1
5zr6,B,MN,B,2
5zr6,B,MN,B,3
5zr8,A,ZN,A,1
5zr8,A,ZN,A,2
5zr8,A,ZN,A,3
5zr8,E,ZN,A,4
5zr8,E,ZN,E,1
5zr8,E,ZN,E,2
5zrd,A,CU,A,1
5zrd,A,CU,A,2
5zrd,B,CU,B,1
5zrd,B,CU,B,2
5zrd,C,CU,C,1
5zrd,C,CU,C,2
5zrd,D,CU,D,1
5zrd,D,CU,D,2
5zre,A,CU,A,1
5zre,A,CU,A,2
5zre,B,CU,B,1
5zre,B,CU,B,2
5zre,C,CU,C,1
5zre,C,CU,C,2
5zrf,A,MG,A,1
5zrf,B,MG,B,1
5zri,A,MG,A,1
5zrq,A,ZN,A,1
5zrq,A,ZN,A,2
5zrq,A,ZN,A,3
5zrq,A,CA,A,1
5zrr,A,ZN,A,1
5zrr,A,ZN,A,2
5zrr,A,ZN,A,3
5zrs,A,ZN,A,1
5zrs,A,ZN,A,2
5zrs,A,ZN,A,3
5zrs,A,CA,A,1
5zrt,A,ZN,A,1
5zrt,B,ZN,B,1
5zru,A,ZN,A,1
5zru,A,ZN,A,2
5zru,A,CA,A,1
5zru,A,CA,A,2
5zru,A,CA,A,3
5zru,A,CA,A,4
5zru,C,ZN,C,1
5zru,C,ZN,C,2
5zru,C,CA,C,1
5zru,C,CA,C,2
5zru,C,CA,C,3
5zru,C,CA,C,4
5zsx,A,CA,A,1
5zsx,A,FE,A,1
5zsz,A,CA,A,1
5zsz,A,FE,A,1
5zt0,A,MN,A,1
5zt0,A,MN,A,2
5zt0,B,MN,B,1
5zt0,B,MN,B,2
5zt0,C,MN,C,1
5zt0,C,MN,C,2
5zt0,D,MN,D,1
5zt0,D,MN,D,2
5zt0,E,MN,E,1
5zt0,E,MN,E,2
5zt0,F,MN,F,1
5zt0,F,MN,F,2
5zt1,A,MG,B,4
5zt1,A,MG,A,1
5zt1,A,MG,A,2
5zt1,A,MG,A,3
5zt1,A,MG,A,4
5zt1,A,MG,A,5
5zt1,A,MG,A,6
5zt1,A,MG,A,7
5zt1,A,MG,A,8
5zt1,B,MG,B,1
5zt1,B,MG,B,2
5zt1,B,MG,B,3
5zt1,B,MG,B,4
5zt1,B,MG,B,5
5zt1,B,MG,B,6
5zt1,B,MG,B,7
5zt1,B,MG,B,8
5zt1,B,MG,B,9
5zt1,B,MG,B,10
5zt1,B,MG,B,11
5zt1,B,MG,B,12
5zt1,B,MG,B,13
5zt1,B,MG,B,14
5zt7,A,CO,A,1
5zt7,A,CO,A,2
5zt7,A,CO,A,3
5zt7,A,CO,A,4
5zt7,B,CO,B,1
5zt7,B,CO,B,2
5zt7,B,CO,B,3
5zt7,B,CO,B,4
5zta,A,FE,A,1
5zta,B,FE,B,1
5ztb,A,ZN,A,1
5ztb,A,ZN,A,2
5ztb,B,ZN,B,1
5ztb,B,ZN,B,2
5ztb,C,ZN,C,1
5ztb,C,ZN,C,2
5ztd,A,CU,A,1
5ztd,B,CU,B,1
5ztf,A,MG,A,1
5ztf,A,CA,A,1
5ztf,A,CA,A,2
5zum,A,ZN,A,1
5zum,B,ZN,B,1
5zva,A,ZN,A,1
5zva,B,ZN,B,1
5zvb,A,ZN,A,1
5zvb,B,ZN,B,1
5zvp,A,MG,A,1
5zvq,A,ZN,A,1
5zvr,A,ZN,A,1
5zvu,A,ZN,A,1
5zvx,A,ZN,A,1
5zw3,A,MG,A,1
5zw3,B,MG,B,1
5zwb,A,MG,A,1
5zwk,A,MG,A,1
5zwk,A,MG,A,2
5zwk,B,MG,B,1
5zwk,B,MG,B,2
5zwk,C,MG,C,1
5zwk,C,MG,C,2
5zwk,D,MG,D,1
5zwk,D,MG,D,2
5zwm,5,ZN,5,1
5zwm,5,ZN,5,2
5zwm,5,ZN,5,3
5zwm,C,MG,C,1
5zwm,u,ZN,u,1
5zwm,u,ZN,u,2
5zwm,v,ZN,v,1
5zwn,R,ZN,R,1
5zwn,Y,ZN,Y,1
5zwo,C,MG,C,1
5zx2,D,ZN,D,1
5zx2,D,ZN,D,2
5zx3,D,ZN,D,1
5zx3,D,ZN,D,2
5zxg,A,CA,A,1
5zxh,A,CA,A,1
5zxh,C,CA,C,1
5zxl,A,ZN,A,1
5zxl,B,ZN,B,1
5zxl,C,ZN,C,1
5zxl,D,ZN,D,1
5zxw,A,ZN,A,1
5zy9,C,ZN,C,1
5zy9,D,ZN,D,1
5zy9,E,ZN,E,1
5zyb,A,ZN,A,1
5zyc,A,MN,A,1
5zyc,A,MN,A,2
5zyd,A,MG,A,1
5zye,A,MN,A,1
5zye,A,MN,A,2
5zyv,A,CA,A,1
5zyv,A,CA,A,2
5zyw,A,MN,A,1
5zyw,A,MN,A,2
5zyw,A,MN,A,3
5zz0,A,CA,A,1
5zz0,A,CA,A,2
5zz0,G,CA,G,1
5zz0,G,CA,G,2
5zz1,A,CA,A,1
5zz1,B,CA,B,1
5zz1,C,CA,C,1
5zz1,D,CA,D,1
5zz2,A,ZN,A,1
5zzn,c,CA,c,1
5zzn,J,MG,J,1
5zzn,j,MG,j,1
5zzn,k,MG,k,1
5zzn,K,MG,K,1
5zzn,O,CA,O,1
5zzn,o,CA,o,1
5zzu,A,ZN,A,1
5zzu,B,ZN,B,1
5zzu,C,ZN,C,1
621p,A,MG,A,1
6a00,A,MG,A,1
6a08,A,MG,A,1
6a0j,A,CA,A,1
6a0k,B,CA,B,1
6a12,A,CA,A,1
6a12,A,ZN,A,1
6a1d,A,MG,A,1
6a1d,A,MG,A,2
6a1l,A,MG,A,1
6a1m,A,MG,A,1
6a1p,A,MG,A,1
6a1r,A,MG,A,1
6a1w,A,MG,A,1
6a1z,A,MG,A,1
6a1z,A,MG,A,2
6a23,A,MG,A,1
6a2c,A,MG,A,1
6a2c,A,MG,A,2
6a2c,B,MG,B,1
6a2c,B,MG,B,2
6a2d,A,MG,A,1
6a2d,A,MG,A,2
6a2d,B,MG,B,1
6a2d,B,MG,B,2
6a2w,A,CA,A,1
6a38,A,MG,A,1
6a3a,A,MG,A,1
6a3b,A,MG,A,1
6a3c,A,MG,A,1
6a3e,A,MG,A,1
6a3n,A,ZN,A,1
6a3n,B,ZN,B,1
6a3z,A,ZN,A,1
6a3z,A,ZN,A,2
6a46,A,MG,A,1
6a46,A,CA,A,1
6a46,B,MG,B,1
6a46,B,CA,B,1
6a47,A,MG,A,1
6a47,B,MG,B,1
6a48,A,CA,A,1
6a48,A,CA,A,2
6a48,A,CA,A,3
6a48,A,CA,A,4
6a48,A,CA,A,5
6a4b,A,MG,A,1
6a4b,A,MG,A,2
6a4b,B,MG,B,1
6a4b,C,MG,C,1
6a4b,D,MG,D,1
6a4b,E,MG,E,1
6a4b,E,MG,E,2
6a4b,F,MG,F,1
6a4u,C,MG,C,1
6a4u,D,MG,D,1
6a4y,A,CA,A,1
6a50,A,MG,A,1
6a50,A,MG,A,2
6a50,B,MG,A,2
6a50,B,MG,B,1
6a53,A,MN,A,1
6a53,B,MN,B,1
6a54,A,MN,A,1
6a54,B,MN,B,1
6a55,A,MN,A,1
6a55,B,MN,B,1
6a56,A,CA,A,1
6a56,A,CA,A,2
6a56,B,CA,B,1
6a56,B,CA,B,2
6a57,A,ZN,A,1
6a57,A,ZN,A,2
6a57,A,ZN,A,3
6a57,A,ZN,A,4
6a58,A,ZN,A,1
6a58,A,ZN,A,2
6a58,A,ZN,A,3
6a58,A,ZN,A,4
6a59,A,ZN,A,1
6a59,A,ZN,A,2
6a59,A,ZN,A,3
6a59,A,ZN,A,4
6a5k,A,ZN,A,1
6a5k,A,ZN,A,2
6a5k,A,ZN,A,3
6a5k,A,ZN,A,4
6a5l,A,ZN,A,1
6a5l,A,ZN,A,2
6a5l,A,MG,A,1
6a5l,B,ZN,B,1
6a5l,C,ZN,C,1
6a5l,I,ZN,I,1
6a5l,I,ZN,I,2
6a5l,J,ZN,J,1
6a5m,A,ZN,A,1
6a5m,A,ZN,A,2
6a5m,A,ZN,A,3
6a5m,A,ZN,A,4
6a5n,A,ZN,A,1
6a5n,A,ZN,A,2
6a5n,A,ZN,A,3
6a5o,A,ZN,A,1
6a5o,A,ZN,A,2
6a5o,A,MG,A,1
6a5o,B,ZN,B,1
6a5o,C,ZN,C,1
6a5o,I,ZN,I,1
6a5o,I,ZN,I,2
6a5o,J,ZN,J,1
6a5o,L,ZN,L,1
6a5p,A,ZN,A,1
6a5p,A,ZN,A,2
6a5p,A,MG,A,1
6a5p,B,ZN,B,1
6a5p,C,ZN,C,1
6a5p,I,ZN,I,1
6a5p,I,ZN,I,2
6a5p,J,ZN,J,1
6a5p,L,ZN,L,1
6a5r,A,ZN,A,1
6a5r,A,ZN,A,2
6a5r,A,MG,A,1
6a5r,B,ZN,B,1
6a5r,C,ZN,C,1
6a5r,I,ZN,I,1
6a5r,I,ZN,I,2
6a5r,J,ZN,J,1
6a5s,B,MG,B,1
6a5t,A,ZN,A,1
6a5t,A,ZN,A,2
6a5t,A,MG,A,1
6a5t,B,ZN,B,1
6a5t,C,ZN,C,1
6a5t,I,ZN,I,1
6a5t,I,ZN,I,2
6a5t,J,ZN,J,1
6a5u,A,ZN,A,1
6a5u,A,ZN,A,2
6a5u,A,MG,A,1
6a5u,B,ZN,B,1
6a5u,C,ZN,C,1
6a5u,I,ZN,I,1
6a5u,I,ZN,I,2
6a5u,J,ZN,J,1
6a6a,A,ZN,A,1
6a6a,B,ZN,B,1
6a6f,A,ZN,A,1
6a6f,B,ZN,B,1
6a6g,C,ZN,C,1
6a6g,C,ZN,C,2
6a6g,D,ZN,D,1
6a6j,A,ZN,A,1
6a6j,C,ZN,C,1
6a6m,A,MG,A,1
6a6q,A,CA,A,1
6a6q,A,CA,A,2
6a7s,B,CA,B,1
6a7t,A,CA,A,1
6a7t,B,CA,B,1
6a7w,A,ZN,A,1
6a7w,B,ZN,B,1
6a83,A,ZN,A,1
6a84,A,ZN,A,1
6a8l,A,ZN,A,1
6a8l,B,ZN,B,1
6a8x,A,CA,A,1
6a8x,A,CA,A,2
6a8x,B,CA,B,1
6a8x,B,CA,B,2
6a8z,A,ZN,A,1
6a8z,B,ZN,B,1
6a92,A,CA,A,1
6a92,A,CA,A,2
6a92,B,CA,B,1
6a92,B,CA,B,2
6a92,C,CA,C,1
6a92,C,CA,C,2
6a92,D,CA,D,1
6a92,D,CA,D,2
6a93,A,ZN,A,1
6a94,A,ZN,A,1
6a98,A,CA,A,1
6a98,A,CA,A,2
6a98,B,CA,B,1
6a98,B,CA,B,2
6a98,C,CA,C,1
6a98,C,CA,C,2
6a98,D,CA,D,1
6a98,D,CA,D,2
6a99,A,CA,A,1
6a99,A,CA,A,2
6a99,A,MG,A,1
6a99,B,CA,B,1
6a99,B,CA,B,2
6a99,B,MG,B,1
6a99,C,CA,C,1
6a99,C,CA,C,2
6a99,D,CA,D,1
6a99,D,CA,D,2
6a99,D,MG,D,1
6a9f,A,MG,A,1
6a9f,A,CA,A,1
6a9f,A,CA,A,2
6a9f,B,CA,B,1
6a9f,B,CA,B,2
6a9f,C,MG,C,1
6a9f,C,CA,C,1
6a9f,C,CA,C,2
6a9f,D,MG,D,1
6a9f,D,CA,D,1
6a9f,D,CA,D,2
6a9o,A,ZN,A,1
6a9o,B,ZN,B,1
6a9o,C,ZN,C,1
6a9o,D,ZN,D,1
6a9o,E,ZN,E,1
6a9o,F,ZN,F,1
6a9o,H,ZN,H,1
6a9o,I,ZN,I,1
6a9o,J,ZN,J,1
6a9t,A,MN,A,1
6a9t,A,MN,A,2
6a9u,A,MN,A,1
6a9u,A,MN,A,2
6a9v,A,MN,A,1
6a9v,A,MN,A,2
6aa3,A,ZN,A,1
6aa3,A,ZN,A,2
6aa3,A,ZN,A,3
6aa4,A,ZN,A,1
6aa4,A,ZN,A,2
6aa5,A,ZN,A,1
6aa5,A,ZN,A,2
6aa5,A,ZN,A,3
6aac,A,MG,A,1
6aad,A,MG,A,1
6aan,A,MG,A,1
6aao,A,MG,A,1
6aap,A,MG,A,1
6aaq,A,MG,A,1
6aaz,A,MG,A,1
6ab0,A,MG,A,1
6ab1,A,MG,A,1
6ab2,A,MG,A,1
6ab6,A,CA,A,1
6ab6,A,CA,A,2
6ab6,A,CA,A,3
6ab6,B,CA,A,1
6ab6,B,CA,A,2
6ab6,B,CA,B,1
6ab6,B,CA,B,2
6ab6,C,CA,A,3
6ab6,C,CA,B,1
6ab6,C,CA,B,2
6ab6,C,CA,C,1
6ab8,A,MG,A,1
6abk,A,MG,A,1
6abl,A,MG,A,1
6abm,A,MG,A,1
6ac9,D,MG,D,1
6acb,A,ZN,A,1
6ace,A,ZN,A,1
6aci,A,MN,A,1
6acl,A,ZN,A,1
6aco,A,ZN,A,1
6acp,A,ZN,A,1
6adh,A,ZN,A,1
6adh,A,ZN,A,2
6adh,B,ZN,B,1
6adh,B,ZN,B,2
6adj,A,CA,A,1
6adj,B,CA,B,1
6adl,R,MG,R,1
6adm,R,MG,R,1
6adq,E,CU,E,1
6adq,E,CU,E,2
6adq,F,CU,F,1
6adq,Q,CU,Q,1
6adq,Q,CU,Q,2
6adq,R,CU,R,1
6adr,R,MG,R,1
6adu,A,CA,A,1
6adu,A,CA,A,2
6adu,B,CA,B,1
6adu,B,CA,B,2
6adu,C,CA,C,1
6adu,C,CA,C,2
6adu,D,CA,D,1
6adu,D,CA,D,2
6adx,A,MN,A,1
6ady,A,MN,A,1
6ae9,A,MG,A,1
6ae9,A,MN,A,1
6ae9,B,MG,B,1
6ae9,B,MN,B,1
6aec,A,MN,A,1
6aec,A,MN,A,2
6aef,A,ZN,A,1
6aef,B,ZN,B,1
6aeh,A,MN,A,1
6aeh,A,MN,A,2
6aej,A,ZN,A,1
6aek,A,ZN,A,1
6aek,A,ZN,A,2
6aek,A,CA,A,1
6ael,A,ZN,A,1
6ael,A,ZN,A,2
6ael,A,CA,A,1
6aem,A,CA,A,1
6aem,A,ZN,A,1
6aem,B,CA,B,1
6aem,B,ZN,B,1
6afs,A,MG,A,1
6afs,A,MG,A,2
6afs,A,MG,A,3
6afs,A,MG,A,4
6afs,B,MG,B,1
6afs,B,MG,B,2
6afs,B,MG,B,3
6afs,B,MG,B,4
6aft,A,MG,A,1
6aft,A,MG,A,2
6aft,A,MG,A,3
6aft,A,MG,A,4
6aft,B,MG,B,1
6aft,B,MG,B,2
6aft,B,MG,B,3
6aft,B,MG,B,4
6afu,A,MG,A,1
6afu,A,MG,A,2
6afu,A,MG,A,3
6afu,A,MG,A,4
6afu,B,MG,B,1
6afu,B,MG,B,2
6afu,B,MG,B,3
6afu,B,MG,B,4
6afu,B,MG,B,5
6afv,A,MG,A,1
6afv,A,MG,A,2
6afv,B,MG,B,1
6afv,B,MG,B,2
6afv,B,MG,B,3
6afv,B,MG,B,4
6afw,A,MG,A,1
6afw,A,MG,A,2
6afw,A,MG,A,3
6afw,A,MG,A,4
6afw,B,MG,B,1
6afw,B,MG,B,2
6afw,B,MG,B,3
6afw,B,MG,B,4
6afx,A,MG,A,1
6afx,A,MG,A,2
6afx,A,MG,A,3
6afx,A,MG,A,4
6afx,B,MG,B,1
6afx,B,MG,B,2
6afx,B,MG,B,3
6afx,B,MG,B,4
6afy,A,MG,A,1
6afy,A,MG,A,2
6afy,A,MG,A,3
6afy,A,MG,A,4
6afy,B,MG,B,1
6afy,B,MG,B,2
6afy,B,MG,B,3
6afy,B,MG,B,4
6afz,A,MG,A,1
6afz,A,MG,A,2
6afz,A,MG,A,3
6afz,A,MG,A,4
6afz,B,MG,B,1
6afz,B,MG,B,2
6afz,B,MG,B,3
6afz,B,MG,B,4
6ag0,A,CA,A,1
6ag0,A,CA,A,2
6ag0,A,CA,A,3
6ag0,A,CA,A,4
6ag0,C,CA,C,1
6ag0,C,CA,C,2
6ag0,C,CA,C,3
6ag0,C,CA,C,4
6ag4,A,CA,A,1
6ag5,A,CA,A,1
6agb,K,ZN,K,1
6agg,Z,MG,Z,1
6agg,Z,MG,Z,2
6agi,A,CA,A,1
6agi,A,CA,A,2
6agi,B,CA,B,1
6agi,B,CA,B,2
6agk,A,CA,A,1
6agk,C,CA,C,1
6ago,A,ZN,A,1
6ago,A,ZN,A,2
6ago,A,ZN,A,3
6ago,B,ZN,B,1
6ago,B,ZN,B,2
6ago,B,ZN,B,3
6ah3,K,ZN,K,1
6ah7,A,MN,A,1
6ah7,A,MN,A,2
6ah7,B,MN,B,1
6ah7,B,MN,B,2
6ah7,C,MN,C,1
6ah7,C,MN,C,2
6ah7,D,MN,D,1
6ah7,D,MN,D,2
6ah8,A,MN,A,1
6ah8,A,MN,A,2
6ah8,B,MN,B,1
6ah8,B,MN,B,2
6ah8,C,MN,C,1
6ah8,C,MN,C,2
6ah8,D,MN,D,1
6ah8,D,MN,D,2
6ahd,C,MG,C,1
6ahg,A,CA,A,1
6ahg,B,CA,B,1
6ahg,C,CA,C,1
6ai0,A,CA,A,1
6ai0,B,CA,B,1
6ai5,A,ZN,A,1
6ai5,A,ZN,A,2
6ai5,A,MG,A,1
6ai5,C,ZN,A,3
6ai5,E,ZN,A,4
6ai5,E,ZN,C,1
6ai5,G,ZN,A,5
6ai5,G,ZN,C,2
6aid,A,CA,A,1
6aid,A,CA,A,2
6aii,A,CA,A,1
6aij,A,CA,A,1
6aij,A,CA,A,2
6aij,A,CA,A,3
6ait,A,ZN,A,1
6ait,B,ZN,B,1
6ait,C,ZN,C,1
6ait,D,ZN,D,1
6ait,E,ZN,E,1
6ait,F,ZN,F,1
6aix,A,MG,A,1
6aix,A,MG,A,2
6aiy,A,MG,A,1
6aj8,A,CA,A,1
6aj8,B,CA,A,2
6aja,A,CA,A,1
6aja,B,CA,A,2
6aja,C,CA,C,1
6aja,D,CA,D,1
6ajb,A,CA,A,1
6ajb,B,CA,B,1
6ajb,C,CA,C,1
6ajb,D,CA,D,1
6ajc,A,CA,A,1
6ajc,B,CA,B,1
6ajc,C,CA,C,1
6ajc,D,CA,D,1
6ajc,E,CA,E,1
6ajc,F,CA,F,1
6ajc,G,CA,G,1
6ajc,H,CA,H,1
6ajd,A,ZN,A,1
6ajd,B,ZN,B,1
6ak4,A,ZN,A,1
6ak5,A,MN,A,1
6ak5,A,MN,A,2
6ak6,A,MN,A,1
6ak6,A,MN,A,2
6ak7,A,MG,A,1
6ak7,A,MG,A,2
6ak7,A,MG,A,3
6ak7,A,MG,A,4
6ak8,A,CA,A,1
6ak8,A,CA,A,2
6ak9,A,CA,A,1
6ak9,A,CA,A,2
6akh,A,MN,A,1
6akh,A,MN,A,2
6akn,A,CU,A,1
6akn,B,CU,B,1
6ako,C,MG,C,1
6akp,C,MG,C,1
6akr,A,ZN,A,1
6akr,B,ZN,B,1
6akr,C,ZN,C,1
6akr,D,ZN,D,1
6akv,A,ZN,A,1
6akx,A,ZN,A,1
6akx,B,ZN,B,1
6aky,A,ZN,A,1
6akz,A,FE,A,1
6al6,A,CA,A,1
6al6,A,CA,A,2
6al6,A,CA,A,3
6al6,B,CA,B,1
6al6,B,CA,B,2
6al7,A,CA,A,1
6al7,A,CA,A,2
6al7,B,CA,B,1
6al7,B,CA,B,2
6al7,D,CA,D,1
6al7,D,CA,D,2
6al7,E,CA,E,1
6al7,E,CA,E,2
6al8,A,CA,A,1
6al8,A,CA,A,2
6al8,B,CA,B,1
6al8,B,CA,B,2
6al8,D,CA,D,1
6al8,D,CA,D,2
6al8,E,CA,E,1
6al8,E,CA,E,2
6ala,A,CU,A,1
6ala,C,CU,C,1
6alb,A,ZN,A,1
6alb,A,ZN,A,2
6alb,A,ZN,A,3
6ale,R,CA,R,1
6ale,R,CA,R,2
6alf,J,MG,J,1
6alf,J,ZN,J,1
6alf,J,ZN,J,2
6alg,J,MG,J,1
6alg,J,ZN,J,1
6alg,J,ZN,J,2
6alh,J,MG,R,1
6alh,J,ZN,J,1
6alh,J,ZN,J,2
6alv,A,CU,A,1
6alz,A,MN,A,1
6alz,A,MN,A,2
6alz,B,MN,B,1
6alz,B,MN,B,2
6am3,A,CA,A,1
6am3,A,CA,A,2
6am3,X,CA,X,1
6amb,A,MG,A,1
6amf,A,CA,A,1
6aml,A,ZN,A,1
6aml,A,ZN,A,2
6aml,G,ZN,G,1
6aml,G,ZN,G,2
6amo,A,MG,A,1
6amo,A,MG,A,2
6amo,C,MG,C,1
6amo,C,MG,C,2
6amp,A,CU,A,1
6an0,A,ZN,A,1
6an2,A,MG,A,1
6an2,A,MG,A,2
6an2,C,MG,C,1
6an2,C,MG,C,2
6an3,A,CU,A,1
6an8,A,MG,A,1
6an8,A,MG,A,2
6an8,C,MG,C,1
6an8,C,MG,C,2
6anj,A,CA,A,1
6anj,A,CA,A,2
6anj,A,CA,A,3
6ank,A,CA,A,1
6ank,A,CA,A,2
6ank,A,CA,A,3
6ank,A,CA,A,4
6ank,B,CA,B,1
6ank,B,CA,B,2
6ank,B,CA,B,3
6ank,B,CA,B,4
6anq,A,MG,A,1
6anq,A,MG,A,2
6anq,C,MG,C,1
6anq,C,MG,C,2
6ao1,A,CA,A,1
6ao1,A,CA,A,2
6ao1,B,CA,B,1
6ao1,B,CA,B,2
6ao1,C,CA,C,1
6ao1,C,CA,C,2
6ao1,D,CA,D,1
6ao1,D,CA,D,2
6ao5,A,MG,A,1
6ao6,A,CU,A,1
6aob,B,MN,B,1
6aoc,A,MN,A,1
6aoc,A,MN,A,2
6aoc,C,MN,C,1
6aoc,C,MN,C,2
6aod,B,CO,B,1
6aoj,A,MG,A,1
6aok,A,MG,A,1
6aon,A,CA,A,1
6ap9,A,CA,A,1
6ap9,B,CA,B,1
6ap9,B,CA,B,2
6apg,A,CA,A,1
6apg,B,CA,A,1
6apu,A,MG,A,1
6apv,A,MG,A,1
6apv,C,MG,C,1
6apv,D,MG,D,1
6apz,A,MG,A,1
6aq4,A,MG,A,1
6aq4,B,MG,B,1
6aq4,C,MG,C,1
6aq5,A,MN,A,1
6aq5,A,CA,A,1
6aq5,B,MN,B,1
6aq5,B,CA,B,1
6aq6,A,CA,A,1
6aq6,A,MN,A,1
6aq6,B,CA,B,1
6aq6,B,MN,B,1
6aqj,A,MG,A,1
6aqj,B,MG,B,1
6aqo,D,MG,D,1
6aqo,E,MG,E,1
6aqr,A,ZN,A,1
6aqr,A,ZN,A,2
6aqr,A,ZN,A,3
6aqr,A,ZN,A,4
6aqr,A,ZN,A,5
6aqr,A,ZN,A,6
6aqr,C,ZN,C,1
6aqr,E,ZN,E,1
6ar1,A,MG,A,1
6ar1,D,MG,D,1
6ar3,A,MG,A,1
6ar3,D,MG,D,1
6ar9,A,MG,A,1
6ar9,D,MG,D,1
6ar9,E,MG,E,1
6arb,A,MG,A,1
6arb,B,MG,B,1
6arb,C,MG,C,1
6as5,A,MG,A,1
6as5,B,MG,B,1
6as5,C,MG,C,1
6as6,A,MG,A,1
6as7,A,MG,A,1
6as7,A,MG,A,2
6asb,C,ZN,C,1
6asb,C,ZN,C,2
6asb,C,ZN,C,3
6asb,C,ZN,C,4
6asb,F,ZN,F,1
6asb,F,ZN,F,2
6asb,F,ZN,F,3
6asb,F,ZN,F,4
6asb,I,ZN,I,1
6asb,I,ZN,I,2
6asb,I,ZN,I,3
6asb,I,ZN,I,4
6asb,L,ZN,L,1
6asb,L,ZN,L,2
6asb,L,ZN,L,3
6asb,L,ZN,L,4
6asc,A,MN,A,1
6asc,A,MN,A,2
6asc,B,MN,B,1
6asc,B,MN,B,2
6asd,C,ZN,C,1
6asd,C,ZN,C,2
6asg,D,ZN,D,1
6asg,D,MG,D,1
6asg,D,ZN,D,2
6asi,A,MN,A,1
6asm,A,MN,A,1
6asu,A,MG,A,1
6asw,A,MG,A,1
6asw,A,MG,A,2
6asw,C,MG,C,1
6asw,C,MG,C,2
6asx,J,MG,R,1
6asx,J,ZN,J,1
6asx,J,ZN,J,2
6at1,B,ZN,B,1
6at1,D,ZN,D,1
6at2,A,MN,A,1
6atg,B,MG,B,1
6atg,C,MG,C,1
6atj,A,CA,A,1
6atj,A,CA,A,2
6atk,A,ZN,A,1
6atk,B,ZN,B,1
6atk,C,ZN,C,1
6au9,A,MG,A,1
6auf,B,ZN,B,1
6auf,B,ZN,B,2
6aum,A,MG,A,1
6auq,A,ZN,A,1
6auq,B,ZN,A,1
6aur,A,ZN,A,1
6aur,B,ZN,A,1
6aus,A,ZN,A,1
6aus,B,ZN,A,1
6aut,A,ZN,A,1
6aut,B,ZN,A,1
6auu,A,ZN,A,1
6auu,B,ZN,A,1
6auv,A,ZN,A,1
6auv,B,ZN,A,1
6auw,A,ZN,A,1
6auw,B,ZN,A,1
6aux,A,ZN,B,1
6aux,B,ZN,B,1
6auy,A,ZN,A,1
6auy,B,ZN,A,1
6auz,A,ZN,A,1
6auz,B,ZN,A,1
6av0,A,ZN,A,1
6av0,B,ZN,A,1
6av1,A,ZN,A,1
